SEASON_YEAR,TEAM_ID,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,TEAM1,TEAM2
2024,1610612737,2024-11-15,1,48.0,46,98,0.469,12,37,0.324,25,30,0.833,15,40,55,28,16.0,10,10,5,17,23,129,12.0,1,1,1,1,39,113,73,360,437,363,493,53,88,206,89,56,36,243,444,175,26,323,194,116,67,142,ATL,WAS
2024,1610612761,2024-11-15,0,48.0,35,97,0.361,8,31,0.258,17,22,0.773,17,36,53,21,15.0,7,6,8,13,16,95,-4.0,1,377,377,377,39,648,90,730,675,601,664,344,334,418,46,201,58,594,374,433,198,619,35,560,689,441,TOR,DET
2024,1610612745,2024-11-15,1,48.0,46,95,0.484,19,44,0.432,14,18,0.778,9,39,48,31,12.0,11,3,6,25,15,125,21.0,1,1,1,1,39,113,131,269,59,122,140,515,524,402,460,84,181,118,170,120,552,455,667,622,119,60,HOU,LAC
2024,1610612752,2024-11-15,1,48.0,44,83,0.53,13,38,0.342,23,28,0.821,8,37,45,25,13.0,7,6,2,21,22,124,2.0,1,1,1,1,39,187,560,78,363,317,429,92,125,250,529,158,294,389,225,433,198,40,467,154,133,331,NYK,BKN
2024,1610612739,2024-11-15,1,48.0,51,93,0.548,21,43,0.488,21,24,0.875,4,36,40,33,13.0,11,6,4,16,20,144,18.0,1,1,1,1,39,19,186,43,19,140,36,158,259,111,725,201,524,62,225,120,198,202,132,287,2,81,CLE,CHI
2024,1610612760,2024-11-15,1,48.0,36,91,0.396,10,40,0.25,17,18,0.944,13,40,53,21,11.0,6,11,4,26,20,99,16.0,1,1,1,1,39,611,260,685,568,235,673,344,524,20,178,56,58,594,114,521,13,202,695,287,643,94,OKC,PHX
2024,1610612746,2024-11-15,0,48.0,34,90,0.378,10,40,0.25,26,33,0.788,13,38,51,12,15.0,6,6,3,15,25,104,-21.0,1,377,377,377,39,688,298,717,568,235,673,38,40,378,178,121,98,752,374,521,198,92,95,59,556,690,LAC,HOU
2024,1610612741,2024-11-15,0,48.0,45,88,0.511,20,42,0.476,16,20,0.8,3,33,36,32,17.0,7,4,6,20,16,126,-18.0,1,377,377,377,39,152,369,153,32,167,55,407,428,314,742,352,659,87,501,433,431,455,405,560,105,667,CHI,CLE
2024,1610612748,2024-11-15,1,48.0,45,87,0.517,15,42,0.357,19,23,0.826,4,32,36,27,10.0,16,1,4,12,15,124,13.0,1,1,1,1,39,152,408,112,221,167,380,244,295,234,725,397,659,285,64,8,714,202,20,622,133,131,MIA,IND
2024,1610612765,2024-11-15,1,48.0,39,95,0.411,8,38,0.211,13,20,0.65,14,42,56,24,14.0,8,8,6,16,13,99,4.0,1,1,1,1,39,454,131,640,675,317,727,563,428,673,129,28,25,450,287,353,87,455,132,691,643,293,DET,TOR
2024,1610612754,2024-11-15,0,48.0,44,86,0.512,14,35,0.4,9,11,0.818,8,31,39,28,20.0,8,4,1,15,12,111,-13.0,1,377,377,377,39,187,444,147,286,447,219,699,720,258,529,466,559,243,650,353,431,10,95,719,405,612,IND,MIA
2024,1610612755,2024-11-15,0,48.0,29,72,0.403,10,31,0.323,18,21,0.857,6,28,34,19,18.0,10,3,6,23,21,86,-12.0,1,377,377,377,39,746,746,666,568,601,507,289,378,149,661,604,687,679,568,175,552,455,600,221,742,594,PHI,ORL
2024,1610612749,2024-11-16,0,48.0,47,92,0.511,15,36,0.417,5,11,0.455,8,32,40,31,9.0,6,6,4,18,16,114,-1.0,1,377,377,377,39,86,224,161,221,407,168,744,720,748,529,397,524,118,36,521,198,202,261,560,347,377,MIL,CHA
2024,1610612747,2024-11-16,1,48.0,39,89,0.438,12,40,0.3,14,18,0.778,17,26,43,24,11.0,10,3,4,14,19,104,5.0,1,1,1,1,39,454,339,524,437,235,576,515,524,402,46,664,380,450,114,175,552,202,63,349,556,271,LAL,NOP
2024,1610612766,2024-11-16,1,48.0,41,93,0.441,15,42,0.357,18,21,0.857,16,37,53,25,10.0,7,4,6,16,18,115,1.0,1,1,1,1,39,351,186,508,221,167,380,289,378,149,66,158,58,389,64,433,431,455,132,430,324,358,CHA,MIL
2024,1610612761,2024-11-16,0,53.0,50,98,0.51,9,23,0.391,14,21,0.667,15,31,46,35,9.0,3,2,6,19,20,123,-3.0,1,377,377,377,1,31,73,165,632,742,254,515,378,646,89,466,251,32,36,727,662,455,324,287,151,423,TOR,BOS
2024,1610612738,2024-11-16,1,53.0,44,99,0.444,21,61,0.344,17,19,0.895,14,28,42,30,9.0,2,6,2,20,19,126,3.0,1,1,1,1,1,187,61,493,19,1,419,344,475,78,129,604,430,155,36,745,198,40,405,349,105,313,BOS,TOR
2024,1610612742,2024-11-16,1,48.0,44,94,0.468,8,31,0.258,14,18,0.778,13,40,53,26,15.0,9,7,9,18,17,110,17.0,1,1,1,1,39,187,158,365,675,601,664,515,524,402,178,56,58,348,374,266,135,667,261,493,430,87,DAL,SAS
2024,1610612740,2024-11-16,0,48.0,35,83,0.422,11,29,0.379,18,23,0.783,18,32,50,24,17.0,7,4,3,19,14,99,-5.0,1,377,377,377,39,648,560,594,496,659,297,289,295,384,26,397,125,450,501,433,431,92,324,659,643,461,NOP,LAL
2024,1610612758,2024-11-16,1,48.0,42,83,0.506,19,41,0.463,18,25,0.72,9,26,35,24,14.0,6,3,3,29,20,121,4.0,1,1,1,1,39,295,560,175,59,204,78,289,208,558,460,664,678,450,287,521,552,92,735,287,194,293,SAC,UTA
2024,1610612759,2024-11-16,0,48.0,28,88,0.318,11,40,0.275,26,30,0.867,13,32,45,21,12.0,10,9,7,17,18,93,-17.0,1,377,377,377,39,751,369,750,496,235,639,38,88,131,178,397,294,594,170,175,48,556,194,430,705,660,SAS,DAL
2024,1610612762,2024-11-16,0,48.0,37,75,0.493,12,26,0.462,31,42,0.738,11,22,33,16,16.0,11,3,3,20,29,117,-4.0,1,377,377,377,39,571,726,235,437,720,79,12,9,514,306,737,709,737,444,120,552,92,405,10,285,441,UTA,SAC
2024,1610612748,2024-11-17,0,48.0,36,90,0.4,19,43,0.442,19,20,0.95,15,23,38,21,11.0,4,1,6,13,16,110,-9.0,1,377,377,377,39,611,298,671,59,140,127,244,428,17,89,727,604,594,114,677,714,455,35,560,430,539,MIA,IND
2024,1610612765,2024-11-17,1,48.0,46,97,0.474,17,38,0.447,15,19,0.789,13,38,51,27,9.0,11,4,3,19,16,124,20.0,1,1,1,1,39,113,90,330,129,317,116,468,475,367,178,121,98,285,36,120,431,92,324,560,133,64,DET,WAS
2024,1610612737,2024-11-17,0,48.0,39,85,0.459,11,32,0.344,21,25,0.84,16,31,47,30,27.0,10,7,10,19,21,110,-4.0,1,377,377,377,39,454,484,415,496,560,420,158,208,198,66,466,208,155,749,175,135,706,324,221,430,441,ATL,POR
2024,1610612739,2024-11-17,1,48.0,44,77,0.571,13,30,0.433,27,28,0.964,9,39,48,26,20.0,3,4,6,15,23,128,14.0,1,1,1,1,39,187,699,18,363,638,137,31,125,10,460,84,181,348,650,727,431,455,95,116,74,120,CLE,CHA
2024,1610612745,2024-11-17,1,48.0,55,105,0.524,10,34,0.294,23,32,0.719,14,52,66,34,11.0,8,9,7,18,21,143,36.0,1,1,1,1,39,5,13,90,568,490,591,92,49,564,129,1,1,49,114,353,48,556,261,221,4,8,HOU,CHI
2024,1610612766,2024-11-17,0,48.0,42,103,0.408,20,52,0.385,10,12,0.833,17,23,40,34,10.0,12,6,4,23,15,114,-14.0,1,377,377,377,39,295,21,649,32,23,271,665,705,206,46,727,524,49,64,74,198,202,600,622,347,623,CHA,CLE
2024,1610612763,2024-11-17,1,48.0,41,91,0.451,13,39,0.333,10,12,0.833,10,35,45,31,13.0,10,10,5,15,12,105,15.0,1,1,1,1,39,351,260,458,363,272,444,665,705,206,381,245,294,118,225,175,26,323,95,719,534,102,MEM,DEN
2024,1610612764,2024-11-17,0,48.0,39,83,0.47,12,27,0.444,14,20,0.7,5,34,39,21,17.0,6,3,4,16,19,104,-20.0,1,377,377,377,39,454,560,352,437,704,118,515,428,602,696,286,559,594,501,521,552,202,132,349,556,681,WAS,DET
2024,1610612757,2024-11-17,1,48.0,44,95,0.463,14,38,0.368,12,19,0.632,18,22,40,31,20.0,16,10,7,21,19,114,4.0,1,1,1,1,39,187,131,390,286,317,340,596,475,698,26,737,524,118,650,8,26,556,467,349,347,293,POR,ATL
2024,1610612762,2024-11-17,0,48.0,39,79,0.494,12,40,0.3,15,18,0.833,9,32,41,24,19.0,7,1,5,14,11,105,-11.0,1,377,377,377,39,454,667,228,437,235,576,468,524,206,460,397,468,450,614,433,714,323,63,734,534,575,UTA,LAC
2024,1610612754,2024-11-17,1,48.0,44,85,0.518,13,29,0.448,18,20,0.9,10,35,45,30,11.0,6,6,1,16,13,119,9.0,1,1,1,1,39,187,484,108,363,659,114,289,428,67,381,245,294,155,114,521,198,10,132,691,238,198,IND,MIA
2024,1610612751,2024-11-17,0,48.0,32,76,0.421,17,41,0.415,23,30,0.767,7,28,35,31,9.0,1,3,5,19,23,104,-10.0,1,377,377,377,39,719,716,599,129,204,180,92,88,439,605,604,678,118,36,749,552,323,324,116,556,556,BKN,NYK
2024,1610612742,2024-11-17,1,48.0,40,84,0.476,11,27,0.407,30,36,0.833,18,35,53,18,16.0,4,5,5,20,25,121,2.0,1,1,1,1,39,415,527,321,496,704,202,13,23,206,26,245,58,709,444,677,299,323,405,59,194,331,DAL,OKC
2024,1610612750,2024-11-17,1,48.0,42,80,0.525,17,39,0.436,19,26,0.731,9,23,32,27,14.0,8,6,2,13,26,120,3.0,1,1,1,1,39,295,650,88,129,272,135,244,181,534,460,727,725,285,287,353,198,40,35,39,216,313,MIN,PHX
2024,1610612752,2024-11-17,1,48.0,43,88,0.489,13,40,0.325,15,19,0.789,10,37,47,33,8.0,4,5,3,23,19,114,10.0,1,1,1,1,39,234,369,246,363,235,488,468,475,367,381,158,208,62,15,677,299,92,600,349,347,179,NYK,BKN
2024,1610612760,2024-11-17,0,48.0,43,87,0.494,14,42,0.333,19,25,0.76,7,22,29,29,8.0,11,5,5,25,20,119,-2.0,1,377,377,377,39,234,408,217,286,167,444,244,208,458,605,737,745,197,15,120,299,323,667,287,238,396,OKC,DAL
2024,1610612746,2024-11-17,1,48.0,46,94,0.489,11,40,0.275,13,17,0.765,14,27,41,30,9.0,11,5,1,11,14,116,11.0,1,1,1,1,39,113,158,239,496,235,639,563,563,442,129,636,468,155,36,120,299,10,9,659,299,160,LAC,UTA
2024,1610612756,2024-11-17,0,48.0,46,85,0.541,14,31,0.452,11,15,0.733,12,29,41,29,21.0,9,2,6,26,13,117,-3.0,1,377,377,377,39,113,484,54,286,601,107,628,634,526,240,560,468,197,683,266,662,455,695,691,285,423,PHX,MIN
2024,1610612743,2024-11-17,0,48.0,35,84,0.417,10,31,0.323,10,14,0.714,6,33,39,23,15.0,9,5,10,12,15,90,-15.0,1,377,377,377,39,648,527,616,568,601,507,665,658,569,661,352,559,507,374,266,299,706,20,622,724,634,DEN,MEM
2024,1610612741,2024-11-17,0,48.0,36,107,0.336,14,56,0.25,21,22,0.955,13,34,47,26,15.0,8,7,9,21,18,107,-36.0,1,377,377,377,39,611,5,744,286,6,673,158,334,14,178,286,208,348,374,353,135,667,467,430,488,743,CHI,HOU
2024,1610612737,2024-11-18,1,48.0,39,83,0.47,16,38,0.421,15,18,0.833,6,31,37,34,14.0,7,7,4,19,20,109,1.0,1,1,1,1,39,454,560,352,176,317,159,468,524,206,661,466,632,49,287,433,135,202,324,287,449,358,ATL,SAC
2024,1610612744,2024-11-18,0,48.0,37,84,0.44,16,44,0.364,9,19,0.474,9,36,45,27,19.0,12,4,6,14,13,99,-3.0,1,377,377,377,39,571,527,512,176,122,356,699,475,747,460,201,294,285,614,74,431,455,63,691,643,423,GSW,LAC
2024,1610612749,2024-11-18,1,48.0,38,83,0.458,13,33,0.394,12,19,0.632,4,39,43,21,16.0,8,8,6,18,15,101,1.0,1,1,1,1,39,515,560,421,363,523,247,596,475,698,725,84,380,594,444,353,87,455,261,622,617,358,MIL,HOU
2024,1610612752,2024-11-18,1,48.0,51,91,0.56,20,40,0.5,12,13,0.923,7,34,41,37,8.0,4,1,3,12,19,134,28.0,1,1,1,1,39,19,260,30,32,235,24,596,677,35,605,286,468,14,15,677,714,92,20,349,33,19,NYK,WAS
2024,1610612764,2024-11-18,0,48.0,43,91,0.473,11,33,0.333,9,16,0.563,12,29,41,23,10.0,5,3,1,19,12,106,-28.0,1,377,377,377,39,234,260,339,496,523,444,699,600,736,240,560,468,507,64,616,552,10,324,719,506,730,WAS,NYK
2024,1610612745,2024-11-18,0,48.0,40,100,0.4,9,32,0.281,11,13,0.846,16,37,53,19,13.0,9,6,8,15,18,100,-1.0,1,377,377,377,39,415,44,671,632,560,625,628,677,175,66,158,58,679,225,266,198,619,95,430,630,377,HOU,MIL
2024,1610612761,2024-11-18,1,48.0,48,82,0.585,14,29,0.483,20,28,0.714,10,36,46,27,23.0,5,9,5,26,19,130,11.0,1,1,1,1,39,59,598,7,286,659,46,199,125,569,381,201,251,285,730,616,48,323,695,349,60,160,TOR,IND
2024,1610612741,2024-11-18,1,48.0,44,91,0.484,23,46,0.5,11,14,0.786,10,36,46,28,11.0,3,5,3,16,19,122,10.0,1,1,1,1,39,187,260,278,4,77,24,628,658,380,381,201,251,243,114,727,299,92,132,349,171,179,CHI,DET
2024,1610612748,2024-11-18,1,48.0,36,87,0.414,13,44,0.295,21,23,0.913,9,44,53,26,15.0,10,2,3,13,17,106,17.0,1,1,1,1,39,611,408,623,363,122,589,158,295,50,460,14,58,348,374,175,662,92,35,493,506,87,MIA,PHI
2024,1610612753,2024-11-18,1,48.0,39,76,0.513,11,29,0.379,20,25,0.8,8,30,38,28,11.0,5,7,2,19,21,109,10.0,1,1,1,1,39,454,716,128,496,659,297,199,208,314,529,517,604,243,114,616,135,40,324,221,449,179,ORL,PHX
2024,1610612754,2024-11-18,0,48.0,44,99,0.444,15,40,0.375,16,20,0.8,12,20,32,29,11.0,17,5,9,19,26,119,-11.0,1,377,377,377,39,187,61,493,221,235,317,407,428,314,240,746,725,197,114,5,299,667,324,39,238,575,IND,TOR
2024,1610612755,2024-11-18,0,48.0,35,84,0.417,10,41,0.244,9,12,0.75,2,40,42,25,15.0,10,3,2,17,13,89,-17.0,1,377,377,377,39,648,527,616,568,204,687,699,705,474,749,56,430,389,374,175,552,40,194,691,729,660,PHI,MIA
2024,1610612756,2024-11-18,0,48.0,35,83,0.422,12,41,0.293,17,25,0.68,16,29,45,25,13.0,5,2,7,21,19,99,-10.0,1,377,377,377,39,648,560,594,437,204,595,344,208,633,66,560,294,389,225,616,662,556,467,349,643,556,PHX,ORL
2024,1610612746,2024-11-18,1,48.0,35,82,0.427,16,34,0.471,16,18,0.889,5,39,44,29,20.0,10,6,4,13,14,102,3.0,1,1,1,1,39,648,598,574,176,490,68,407,524,88,696,84,334,197,650,175,198,202,35,659,600,313,LAC,GSW
2024,1610612765,2024-11-18,0,48.0,42,98,0.429,15,44,0.341,13,19,0.684,16,32,48,27,9.0,3,3,5,19,16,112,-10.0,1,377,377,377,39,295,73,557,221,122,440,563,475,629,66,397,181,285,36,727,552,323,324,560,394,556,DET,CHI
2024,1610612758,2024-11-18,0,48.0,37,85,0.435,20,46,0.435,14,19,0.737,9,36,45,24,17.0,9,4,7,20,19,108,-1.0,1,377,377,377,39,571,484,531,32,77,136,515,475,515,460,201,294,450,501,266,431,556,405,349,470,377,SAC,ATL
2024,1610612762,2024-11-19,0,48.0,45,90,0.5,12,36,0.333,16,19,0.842,11,31,42,28,16.0,9,0,5,24,16,118,-6.0,1,377,377,377,39,152,298,196,437,407,444,407,475,187,306,466,430,243,444,266,744,323,638,560,263,483,UTA,LAL
2024,1610612763,2024-11-19,0,48.0,41,103,0.398,9,38,0.237,19,31,0.613,19,36,55,24,22.0,9,10,6,24,29,110,-12.0,1,377,377,377,39,351,21,676,632,317,700,244,68,710,14,201,36,450,709,266,26,455,638,10,430,594,MEM,DEN
2024,1610612751,2024-11-19,1,48.0,42,85,0.494,18,41,0.439,14,19,0.737,10,26,36,31,15.0,8,8,8,19,20,116,1.0,1,1,1,1,39,295,484,221,92,204,132,515,475,515,381,664,659,118,374,353,87,619,324,287,299,358,BKN,CHA
2024,1610612740,2024-11-19,0,48.0,31,78,0.397,11,32,0.344,18,21,0.857,7,30,37,19,21.0,9,4,7,22,15,91,-41.0,1,377,377,377,39,736,685,683,496,560,420,289,378,149,605,517,632,679,683,266,431,556,533,622,722,747,NOP,DAL
2024,1610612759,2024-11-19,1,48.0,39,83,0.47,19,46,0.413,13,19,0.684,8,38,46,32,21.0,5,5,4,13,18,110,6.0,1,1,1,1,39,454,560,352,59,77,184,563,475,629,529,121,251,87,683,616,299,202,35,430,430,247,SAS,OKC
2024,1610612739,2024-11-19,0,48.0,46,93,0.495,10,29,0.345,15,17,0.882,12,29,41,30,7.0,4,3,4,15,19,117,-3.0,1,377,377,377,39,113,186,213,568,659,411,468,563,97,240,560,468,155,8,677,552,202,95,349,285,423,CLE,BOS
2024,1610612742,2024-11-19,1,48.0,49,94,0.521,14,31,0.452,20,25,0.8,14,34,48,26,12.0,12,7,4,15,22,132,41.0,1,1,1,1,39,43,158,99,286,601,107,199,208,314,129,286,181,348,170,74,135,202,95,154,46,4,DAL,NOP
2024,1610612743,2024-11-19,1,48.0,48,100,0.48,12,36,0.333,14,22,0.636,13,40,53,29,19.0,15,6,10,29,24,122,12.0,1,1,1,1,39,59,44,301,437,407,444,515,334,692,178,56,58,197,614,19,198,706,735,87,171,142,DEN,MEM
2024,1610612760,2024-11-19,0,48.0,41,100,0.41,16,53,0.302,6,7,0.857,13,34,47,24,14.0,16,4,5,18,13,104,-6.0,1,377,377,377,39,351,44,641,176,16,575,736,747,149,178,286,208,450,287,8,431,323,261,691,556,483,OKC,SAS
2024,1610612766,2024-11-19,0,48.0,38,82,0.463,20,37,0.541,19,22,0.864,13,31,44,25,23.0,6,8,8,20,19,115,-1.0,1,377,377,377,39,515,598,386,32,363,8,244,334,140,178,466,334,389,730,521,87,619,405,349,324,377,CHA,BKN
2024,1610612738,2024-11-19,1,48.0,44,86,0.512,22,41,0.537,10,14,0.714,9,33,42,32,13.0,4,4,3,19,15,120,3.0,1,1,1,1,39,187,444,147,8,204,10,665,658,569,460,352,430,87,225,677,431,92,324,622,216,313,BOS,CLE
2024,1610612747,2024-11-19,1,48.0,42,76,0.553,14,31,0.452,26,36,0.722,6,28,34,30,14.0,9,5,0,16,24,124,6.0,1,1,1,1,39,295,716,36,286,601,107,38,23,551,661,604,687,155,287,266,299,1,132,87,133,247,LAL,UTA
2024,1610612760,2024-11-20,1,48.0,40,91,0.44,9,31,0.29,20,23,0.87,15,31,46,24,14.0,14,8,7,20,20,109,10.0,1,1,1,1,39,415,260,517,632,601,598,199,295,126,89,466,251,450,287,33,87,556,405,287,449,179,OKC,POR
2024,1610612740,2024-11-20,0,48.0,39,92,0.424,8,31,0.258,14,22,0.636,16,24,40,23,11.0,9,3,9,11,16,100,-28.0,1,377,377,377,39,454,224,585,675,601,664,515,334,692,66,713,524,507,114,266,552,667,9,560,630,730,NOP,CLE
2024,1610612755,2024-11-20,0,48.0,39,87,0.448,11,33,0.333,22,24,0.917,14,27,41,21,14.0,12,6,6,19,17,111,-6.0,1,377,377,377,39,454,408,468,496,523,444,124,259,44,129,636,468,594,287,74,198,455,324,493,405,483,PHI,MEM
2024,1610612744,2024-11-20,1,48.0,47,101,0.465,14,40,0.35,12,18,0.667,9,45,54,36,15.0,10,7,5,17,17,120,23.0,1,1,1,1,39,86,34,377,286,235,398,596,524,646,460,9,43,23,374,175,135,323,194,493,216,48,GSW,ATL
2024,1610612737,2024-11-20,0,48.0,35,105,0.333,12,45,0.267,15,24,0.625,21,44,65,27,17.0,9,5,7,17,17,97,-23.0,1,377,377,377,39,648,13,745,437,101,652,468,259,702,6,14,2,285,501,266,299,556,194,493,677,698,ATL,GSW
2024,1610612746,2024-11-20,1,48.0,38,77,0.494,11,22,0.5,17,21,0.81,15,34,49,22,25.0,10,1,7,22,17,104,11.0,1,1,1,1,39,515,699,232,496,746,24,344,378,289,89,286,148,555,744,175,714,556,533,493,556,160,LAC,ORL
2024,1610612745,2024-11-20,1,48.0,47,102,0.461,12,36,0.333,24,33,0.727,13,34,47,25,14.0,16,2,9,21,24,130,17.0,1,1,1,1,39,86,26,400,437,407,444,73,40,538,178,286,208,389,287,8,662,667,467,87,60,87,HOU,IND
2024,1610612752,2024-11-20,1,48.0,50,86,0.581,19,39,0.487,19,21,0.905,10,31,41,30,15.0,10,0,2,15,16,138,16.0,1,1,1,1,39,31,444,9,59,272,39,244,378,62,381,466,468,155,374,175,744,40,95,560,16,94,NYK,PHX
2024,1610612754,2024-11-20,0,48.0,44,83,0.53,5,22,0.227,20,25,0.8,3,33,36,19,23.0,7,9,2,24,21,113,-17.0,1,377,377,377,39,187,560,78,741,746,714,199,208,314,742,352,659,679,730,433,48,40,638,221,373,660,IND,HOU
2024,1610612763,2024-11-20,1,48.0,41,85,0.482,19,43,0.442,16,16,1.0,9,32,41,29,20.0,5,6,6,17,19,117,6.0,1,1,1,1,39,351,484,285,59,140,127,407,600,1,460,397,468,197,650,616,198,455,194,349,285,247,MEM,PHI
2024,1610612749,2024-11-20,1,48.0,44,80,0.55,13,36,0.361,21,31,0.677,10,35,45,30,12.0,7,2,2,13,23,122,16.0,1,1,1,1,39,187,650,41,363,407,367,158,68,640,381,245,294,155,170,433,662,40,35,116,171,94,MIL,CHI
2024,1610612757,2024-11-20,0,48.0,32,79,0.405,15,38,0.395,20,28,0.714,16,33,49,18,24.0,6,7,8,20,20,99,-10.0,1,377,377,377,39,719,667,657,221,317,240,199,125,569,66,352,148,709,738,521,135,619,405,287,643,556,POR,OKC
2024,1610612753,2024-11-20,0,48.0,33,75,0.44,8,35,0.229,19,24,0.792,2,22,24,21,14.0,11,7,1,17,22,93,-11.0,1,377,377,377,39,705,726,514,675,447,711,244,259,360,749,737,752,594,287,120,135,10,194,154,705,575,ORL,LAC
2024,1610612741,2024-11-20,0,48.0,41,88,0.466,17,45,0.378,7,7,1.0,5,28,33,25,14.0,7,2,2,23,13,106,-16.0,1,377,377,377,39,351,369,374,129,101,309,728,747,1,696,604,709,389,287,433,662,40,600,691,506,652,CHI,MIL
2024,1610612756,2024-11-20,0,48.0,45,92,0.489,19,50,0.38,13,17,0.765,11,23,34,30,14.0,9,2,0,16,15,122,-16.0,1,377,377,377,39,152,224,244,59,35,294,563,563,442,306,727,687,155,287,266,662,1,132,622,171,652,PHX,NYK
2024,1610612739,2024-11-20,1,48.0,49,93,0.527,18,42,0.429,12,14,0.857,16,36,52,29,14.0,10,9,3,16,11,128,28.0,1,1,1,1,39,43,186,85,92,167,143,596,658,149,66,201,77,197,287,175,48,92,132,734,74,19,CLE,NOP
2024,1610612762,2024-11-21,0,48.0,41,98,0.418,13,45,0.289,23,26,0.885,12,37,49,22,14.0,4,7,9,29,20,118,-8.0,1,377,377,377,39,351,73,610,363,101,606,92,181,95,240,158,148,555,287,677,135,667,735,287,263,517,UTA,SAS
2024,1610612765,2024-11-21,0,53.0,42,99,0.424,17,48,0.354,20,25,0.8,21,35,56,30,19.0,8,3,5,23,22,121,-2.0,1,377,377,377,1,295,61,584,129,50,390,199,208,314,6,245,25,155,614,353,552,323,600,154,194,396,DET,CHA
2024,1610612750,2024-11-21,0,48.0,33,80,0.413,12,35,0.343,27,33,0.818,10,30,40,16,17.0,12,5,1,24,24,105,-5.0,1,377,377,377,39,705,650,631,437,447,427,31,40,258,381,517,524,737,501,74,299,10,638,87,534,461,MIN,TOR
2024,1610612753,2024-11-21,1,48.0,43,91,0.473,15,40,0.375,18,21,0.857,15,33,48,31,17.0,8,5,6,25,15,119,1.0,1,1,1,1,39,234,260,339,221,235,317,289,378,149,89,352,181,118,501,353,299,455,667,622,238,358,ORL,LAL
2024,1610612766,2024-11-21,1,53.0,44,93,0.473,20,44,0.455,15,21,0.714,11,32,43,23,16.0,12,5,3,22,23,123,2.0,1,1,1,1,1,187,186,338,32,122,101,468,378,569,306,397,380,507,444,74,299,92,533,116,151,331,CHA,DET
2024,1610612761,2024-11-21,1,48.0,37,72,0.514,7,23,0.304,29,39,0.744,10,33,43,22,17.0,11,1,5,24,24,110,5.0,1,1,1,1,39,571,746,127,711,742,564,17,13,500,381,352,380,555,501,120,714,323,638,87,430,271,TOR,MIN
2024,1610612747,2024-11-21,0,48.0,44,87,0.506,13,31,0.419,17,26,0.654,9,27,36,21,10.0,4,6,5,15,25,118,-1.0,1,377,377,377,39,187,408,183,363,601,166,344,181,667,460,636,659,594,64,677,198,323,95,59,263,377,LAL,ORL
2024,1610612759,2024-11-21,1,48.0,41,88,0.466,9,32,0.281,35,46,0.761,11,40,51,32,11.0,8,9,7,20,29,126,8.0,1,1,1,1,39,351,369,374,632,560,625,5,4,457,306,56,98,87,114,353,48,556,405,10,105,215,SAS,UTA
2024,1610612737,2024-11-22,0,48.0,49,107,0.458,10,34,0.294,14,19,0.737,14,28,42,32,11.0,11,4,10,16,17,122,-14.0,1,377,377,377,39,43,5,420,568,490,591,515,475,515,129,604,430,87,114,120,431,706,132,493,171,623,ATL,CHI
2024,1610612742,2024-11-22,1,48.0,46,91,0.505,10,27,0.37,21,27,0.778,12,32,44,24,13.0,11,5,7,22,19,123,3.0,1,1,1,1,39,113,260,191,568,704,336,158,152,402,240,397,334,450,225,120,299,556,533,349,151,313,DAL,DEN
2024,1610612751,2024-11-22,0,48.0,39,79,0.494,13,37,0.351,7,7,1.0,7,27,34,28,19.0,1,4,9,17,16,98,-15.0,1,377,377,377,39,454,667,228,363,363,395,728,747,1,605,636,687,243,614,749,431,667,194,560,661,634,BKN,PHI
2024,1610612741,2024-11-22,1,48.0,49,86,0.57,19,43,0.442,19,21,0.905,5,36,41,36,19.0,8,10,4,17,16,136,14.0,1,1,1,1,39,43,444,21,59,140,127,244,378,62,696,201,468,23,614,353,26,202,194,560,22,120,CHI,ATL
2024,1610612738,2024-11-22,1,48.0,36,85,0.424,11,46,0.239,25,32,0.781,10,33,43,22,12.0,11,7,4,19,29,108,12.0,1,1,1,1,39,611,484,586,496,77,695,53,49,395,381,352,380,555,170,120,135,202,324,10,470,142,BOS,WAS
2024,1610612757,2024-11-22,0,48.0,30,91,0.33,11,43,0.256,17,22,0.773,13,32,45,17,21.0,9,8,5,20,20,88,-28.0,1,377,377,377,39,743,260,749,496,140,672,344,334,418,178,397,294,724,683,266,87,323,405,287,734,730,POR,HOU
2024,1610612758,2024-11-22,0,48.0,32,83,0.386,7,35,0.2,17,24,0.708,8,40,48,19,15.0,5,8,3,13,24,88,-16.0,1,377,377,377,39,719,560,704,711,447,729,344,259,592,529,56,181,679,374,616,87,92,35,87,734,652,SAC,LAC
2024,1610612764,2024-11-22,0,48.0,39,90,0.433,7,28,0.25,11,16,0.688,10,38,48,19,20.0,6,4,7,29,19,96,-12.0,1,377,377,377,39,454,298,539,711,687,673,628,600,625,381,121,181,679,650,521,431,556,735,349,683,594,WAS,BOS
